trailingPegRatio,ticker,phone,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,marketState,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,ipoExpectedDate,trailingAnnualDividendRate,trailingAnnualDividendYield,dividendDate,sharesOutstanding,bookValue,marketCap,priceToBook,financialCurrency,currentPrice,recommendationKey,displayName,prevName,nameChangeDate,forwardPE,epsForward,earningsTimestampStart,earningsTimestampEnd,address1,city,state,zip,country,industry,industryKey,sector,sectorKey,profitMargins,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,grossMargins,ebitdaMargins,operatingMargins,fax,heldPercentInsiders,heldPercentInstitutions,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,epsCurrentYear,priceEpsCurrentYear,averageAnalystRating,address2,website,trailingEps,newSymbol
,JPLD,(800) 480-4111,"The fund mainly invests in mortgage-backed securities, asset-backed securities, mortgage-related securities, adjustable rate mortgages, money market instruments, and structured investments. Under normal circumstances, the fund will invest at least 80% of its assets in bonds. The fund invests in fixed and floating rate debt securities representing an interest in or secured by residential mortgage loans.",[],[],86400.0,2.0,52.47,52.48,52.4779,52.5,52.47,52.48,52.4779,52.5,,37141.0,37141.0,311737.0,295800.0,295800.0,52.48,52.49,400.0,3300.0,0.0423,3034902016.0,51.343,52.61,52.61,49.415,52.4305,52.136654,52.3619,USD,False,Short-Term Bond,5.68059,0.24,JPMorgan,728611200.0,Exchange Traded Fund,0.061055698,0.029639201,ETF,JPLD,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,J P Morgan Exchange-Traded Fund Trust - Limited Duration Bond ETF,[],1766762063.0,BTS,finmb_54113889,America/New_York,EST,-18000000.0,us_market,False,0.049598694,0.00094598933,0.34344482,0.006587397,0.24,15.0,0.0,False,0.019244337,52.4801,REGULAR,JPMorgan Limited Duration Bond ,True,1690810200000.0,0.010097504,52.4779 - 52.5,Cboe US,311737.0,1.1371002,0.022147134,51.343 - 52.61,-0.12990189,-0.0024691483,1.7057538,4.23,1.34309,1.34309,3034902020.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JPMB,(800) 480-4111,"The fund will invest at least 80% of its assets in securities included in the underlying index. The underlying index is comprised of liquid, U.S. dollar-denominated sovereign and quasi-sovereign fixed and floating rate debt securities from emerging markets selected using a rules-based methodology that was developed and is owned by the adviser. The fund is non-diversified.",[],[],86400.0,2.0,40.6589,40.68,40.68,40.68,40.6589,40.68,40.68,40.68,,1602.0,1602.0,12364.0,5780.0,5780.0,40.67,40.71,100.0,100.0,0.0678,60712652.0,36.45,40.9,52.679,35.24,40.49146,39.238075,40.2914,USD,False,Emerging Markets Bond,12.60006,1.01,JPMorgan,1517184000.0,Exchange Traded Fund,0.0751616,0.0089998,ETF,JPMB,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,JPMorgan USD Emerging Markets Sovereign Bond ETF,[],1766760422.0,PCX,finmb_545943526,America/New_York,EST,-18000000.0,us_market,False,0.18854141,0.0046563256,1.441925,0.036748108,0.39,15.0,0.0,False,0.051892918,40.68,REGULAR,JPMorgan USD Emerging Markets S,True,1517409000000.0,0.02109909,40.68 - 40.68,NYSEArca,12364.0,4.2299995,0.116049364,36.45 - 40.9,-0.22000122,-0.0053790025,6.381476,6.78,3.85186,3.85186,60712652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JPME,(800) 480-4111,The fund will invest at least 80% of its assets in securities included in the underlying index. The underlying index is comprised of U.S. equity securities selected to represent a diversified set of factor characteristics.,[],[],86400.0,2.0,110.09,110.08,110.08,110.08,110.09,110.08,110.08,110.08,18.015009,942.0,942.0,6683.0,8120.0,8120.0,109.94,110.17,200.0,500.0,0.0194,382345344.0,87.85,111.23,111.55,41.63,108.06584,104.4537,110.0906,USD,False,Mid-Cap Blend,8.84974,0.93,JPMorgan,1462924800.0,Exchange Traded Fund,0.1022309,0.1030566,ETF,JPME,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,JPMorgan Diversified Return U.S. Mid Cap Equity ETF,[],1766760422.0,PCX,finmb_329648158,America/New_York,EST,-18000000.0,us_market,False,2.0141602,0.018638268,5.6263046,0.053864103,0.24,15.0,0.0,False,-0.009078488,110.08,REGULAR,JPMorgan Diversified Return U.S,True,1466515800000.0,-0.009994507,110.08 - 110.08,NYSEArca,6683.0,22.230003,0.253045,87.85 - 111.23,-1.1500015,-0.010338951,6.9613814,1.94,2.27999,2.27999,382345344.0,6.1104608,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JPMO,,"The fund will employ its investment strategy as it relates to JPM regardless of whether there are periods of adverse market, economic, or other conditions and will not take temporary defensive positions during such periods. The fund is non-diversified.",[],[],86400.0,2.0,16.2374,16.3,16.1784,16.2892,16.2374,16.3,16.1784,16.2892,,5629.0,5629.0,49982.0,40850.0,40850.0,16.19,16.27,100.0,3500.0,0.3355,56926148.0,13.64,19.69,22.3,13.64,16.07878,16.389465,15.9665,USD,False,Derivative Income,19.62398,0.0,YieldMax ETFs,1694390400.0,Exchange Traded Fund,,,ETF,JPMO,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,YieldMax JPM Option Income Strategy ETF,[],1766762003.0,PCX,finmb_1850980183,America/New_York,EST,-18000000.0,us_market,False,0.17122078,0.010648867,-0.13946533,-0.00850945,1.19,15.0,0.0,False,0.07759829,16.25,REGULAR,YieldMax JPM Option Income Stra,True,1694525400000.0,0.012599945,16.1784 - 16.2892,NYSEArca,49982.0,2.6099997,0.19134894,13.64 - 19.69,-3.4400005,-0.174708,-10.29169,33.55,2.72184,2.72184,56926148.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JPRE,(800) 480-4111,"The fund seeks to achieve its objective by investing substantially all of its assets, and in any event under normal circumstances at least 80% of its net assets (plus the amount of any borrowings for investment purposes), in equity securities of real estate investment trusts (REITs), including REITs with relatively small market capitalizations. It may invest in both equity REITs and mortgage REITs. The fund is non-diversified.",[],[],86400.0,2.0,46.825,46.78,46.79,46.79,46.825,46.78,46.79,46.79,33.80066,4339.0,4339.0,25658.0,35310.0,35310.0,46.82,46.86,900.0,2200.0,0.0234,481851968.0,41.26,50.19,53.95,37.075,47.41746,47.483616,47.0165,USD,False,Real Estate,3.67886,1.04,JPMorgan,883526400.0,Exchange Traded Fund,0.0610822,0.0594801,ETF,JPRE,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,JPMorgan Realty Income ETF,[],1766760063.0,PCX,finmb_28214343,America/New_York,EST,-18000000.0,us_market,False,-0.6274605,-0.013232688,-0.69361496,-0.014607458,0.5,15.0,0.0,False,-0.07474607,46.79,REGULAR,JPMorgan Realty Income ETF,True,1653312600000.0,-0.034999847,46.79 - 46.79,NYSEArca,25658.0,5.5300026,0.13402818,41.26 - 50.19,-3.3999977,-0.067742534,-0.44859052,2.34,0.61569,0.61569,481851968.0,1.3842925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JPSE,(800) 480-4111,"The fund will invest at least 80% of its assets in securities included in the underlying index. ""Assets"" means net assets, plus the amount of borrowing for investment purposes. The underlying index is comprised of U.S. equity securities selected to represent a diversified set of factor characteristics. The rules based proprietary multi-factor selection process utilizes the following characteristics: value, momentum and quality.",[],[],86400.0,2.0,51.1635,51.25,51.1663,51.25,51.1635,51.25,51.1663,51.25,17.012453,5807.0,5807.0,14859.0,16170.0,16170.0,50.93,51.11,300.0,300.0,0.0155,510314880.0,37.66,52.32,52.32,17.75,50.0908,46.84702,51.5852,USD,False,Small Blend,8.81404,1.1,JPMorgan,1479168000.0,Exchange Traded Fund,0.106166,0.0981481,ETF,JPSE,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,JPMorgan Diversified Return U.S. Small Cap Equity ETF,[],1766760422.0,PCX,finmb_366625931,America/New_York,EST,-18000000.0,us_market,False,1.0191994,0.020347036,4.2629814,0.09099792,0.29,15.0,0.0,False,-0.104568936,51.11,REGULAR,JPMorgan Diversified Return U.S,True,1479825000000.0,-0.05350113,51.1663 - 51.25,NYSEArca,14859.0,13.450001,0.35714287,37.66 - 52.32,-1.2099991,-0.023126895,8.905924,1.55,2.11509,2.11509,510314880.0,3.0042698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JPST,(800) 480-4111,"Under normal circumstances, the fund seeks to achieve its investment objective by investing at least 80% of its assets in investment grade, U.S. dollar denominated short-term fixed, variable and floating rate debt. ""Assets"" means net assets, plus the amount of borrowings for investment purposes. As part of its principal investment strategy, it may invest in corporate securities, asset-backed securities, mortgage-backed and mortgage-related securities, and high quality money market instruments such as commercial paper and certificates of deposit.",[],[],86400.0,2.0,50.73,50.73,50.73,50.75,50.73,50.73,50.73,50.75,,1262347.0,1262347.0,5799722.0,5921610.0,5921610.0,0.0,0.0,33700.0,148600.0,0.045100003,35284594688.0,50.3,50.78,52.6,46.02,50.673,50.5978,50.6343,USD,False,Ultrashort Bond,4.56772,0.06,JPMorgan,1494979200.0,Exchange Traded Fund,0.052642204,0.033246,ETF,JPST,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,JPMorgan Ultra-Short Income ETF,[],1766762176.0,PCX,finmb_379584095,America/New_York,EST,-18000000.0,us_market,False,0.071998596,0.0014208473,0.14719772,0.0029091723,0.18,15.0,0.0,False,0.029564243,50.745,REGULAR,JPMorgan Ultra-Short Income ETF,True,1495200600000.0,0.01499939,50.73 - 50.75,NYSEArca,5799722.0,0.4449997,0.0088469125,50.3 - 50.78,-0.034999847,-0.0006892448,0.3362298,4.51,1.14573,1.14573,35284595000.0,,,,,1530748800.0,148400000.0,,7530557952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JPSV,(800) 480-4111,"Under normal circumstances, the fund invests at least 80% of its assets in equity securities of small cap companies. Small cap companies are companies with market capitalizations equal to those within the universe of the Russell 2000 ® Value Index stocks at the time of purchase.",[],[],86400.0,2.0,58.9555,58.732,58.7305,58.732,58.9555,58.732,58.7305,58.732,15.686508,704.0,704.0,825.0,860.0,860.0,58.74,59.0,100.0,100.0,0.012,23902136.0,48.81,60.85,64.39,45.451,57.98778,56.83507,60.1525,USD,False,Small Value,0.96107,0.0,JPMorgan,1678147200.0,Exchange Traded Fund,,,ETF,JPSV,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Jpmorgan Active Small Cap Value ETF,[],1766760422.0,PCX,finmb_1816480529,America/New_York,EST,-18000000.0,us_market,False,0.96772003,0.016688343,2.12043,0.037308477,0.74,15.0,0.0,False,0.0,58.9555,REGULAR,JPMorgan Active Small Cap Value,True,1678285800000.0,0.0,58.7305 - 58.732,NYSEArca,825.0,10.1455,0.207857,48.81 - 60.85,-1.8944969,-0.031133886,0.74504614,1.2,-1.56974,-1.56974,23902136.0,3.7583573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JPUS,(800) 480-4111,"The fund will invest at least 80% of its assets in securities included in the underlying index. The underlying index is comprised of U.S. equity securities selected to represent a diversified set of factor characteristics. The fund's securities are large- and mid-cap equity securities of U.S. companies, including common stock, preferred stock and real estate investment trusts.",[],[],86400.0,2.0,125.355,125.25,125.0254,125.4535,125.355,125.25,125.0254,125.4535,18.575844,783.0,783.0,5824.0,7850.0,7850.0,125.36,125.52,1100.0,200.0,0.0217,399752928.0,101.63,126.17,126.17,47.98,123.507,119.16138,125.2967,USD,False,Mid-Cap Value,11.96007,0.82,JPMorgan,1443484800.0,Exchange Traded Fund,0.1104549,0.110261805,ETF,JPUS,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,JPMorgan Diversified Return U.S. Equity ETF,[],1766760422.0,PCX,finmb_273845345,America/New_York,EST,-18000000.0,us_market,False,1.7429962,0.014112529,6.088623,0.05109561,0.18,15.0,0.0,False,-0.08376479,125.25,REGULAR,JPMorgan Diversified Return U.S,True,1443619800000.0,-0.10500336,125.0254 - 125.4535,NYSEArca,5824.0,23.620003,0.23241173,101.63 - 126.17,-0.91999817,-0.0072917347,9.126759,2.17,3.25261,3.25261,399752928.0,6.7426276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JPXN,1-800-474-2737,"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index will include large-, mid- and small-capitalization companies. The currency of the component securities of the underlying index is the Japanese yen (""JPY"").",[],[],86400.0,2.0,86.7929,87.05,86.75,86.75,86.7929,87.05,86.75,86.75,16.404213,2765.0,2765.0,6648.0,8960.0,8960.0,86.37,86.62,300.0,200.0,0.0187,105496720.0,64.67,90.3,90.3,27.13,87.2972,81.2819,88.53443,USD,False,Japan Stock,25.18149,0.85,iShares,1003795200.0,Exchange Traded Fund,0.1695893,0.0672504,ETF,JPXN,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares JPX-Nikkei 400 ETF,[],1766760422.0,PCX,finmb_8798184,America/New_York,EST,-18000000.0,us_market,False,-0.24720001,-0.002831706,5.7681046,0.070964195,0.48,15.0,0.0,False,0.29622582,87.05,REGULAR,iShares JPX-Nikkei 400 ETF,True,1004103000000.0,0.25710297,86.75 - 86.75,NYSEArca,6648.0,22.380005,0.34606472,64.67 - 90.3,-3.25,-0.03599114,21.520578,1.87,5.83784,5.83784,105496720.0,5.306564,,1.073,0.012362761,,1950000.0,74.901,169747504.0,1.1622008,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JPY,,"Under normal circumstances, the portfolio invests at least 80% of its net assets (plus any borrowings for investment purposes) in equities and equity-related securities (i.e., shares, including common and preferred stock, warrants and rights) traded on markets in Japan. The investment manager seeks to invest in the equity and equity-related securities of companies operating in sectors which have been identified through research undertaken by the Investment Manager as showing greater potential for growth at any given point of the economic cycle. The fund is non-diversified.",[],[],86400.0,2.0,32.0741,31.995,31.995,31.995,32.0741,31.995,31.995,31.995,15.881269,340.0,340.0,6912.0,4100.0,4100.0,31.55,32.09,3.0,3.0,,64135932.0,23.47,34.44,34.44,23.47,31.87118,29.80429,32.32,USD,False,Japan Stock,,0.0,Lazard Asset Management LLC,1743724800.0,Exchange Traded Fund,,,ETF,JPY,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Lazard Japanese Equity ETF,[],1766759774.0,NGM,finmb_1932526452,America/New_York,EST,-18000000.0,us_market,False,0.12382126,0.0038850543,2.19071,0.073503174,0.6,15.0,0.0,False,-0.24661535,31.995,REGULAR,Lazard Japanese Equity ETF,True,1744032600000.0,-0.079099655,31.995 - 31.995,NasdaqGM,6912.0,8.525002,0.36322972,23.47 - 34.44,-2.4449978,-0.07099297,36.440647,,4.9411,4.9411,64135932.0,2.0146375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JQUA,(800) 480-4111,"The fund will invest at least 80% of its assets in securities included in the underlying index. ""Assets"" means net assets, plus the amount of borrowing for investment purposes. The underlying index is comprised of U.S. equity securities selected to represent quality factor characteristics.",[],[],86400.0,2.0,64.03,64.05,63.9902,64.0794,64.03,64.05,63.9902,64.0794,25.962236,53998.0,53998.0,588030.0,480150.0,480150.0,64.03,64.04,1000.0,1000.0,0.0117999995,7411416576.0,49.254,64.348,64.348,21.72,62.7558,60.15316,63.7244,USD,False,Large Blend,11.20964,0.9,JPMorgan,1510099200.0,Exchange Traded Fund,0.18151711,0.1417462,ETF,JQUA,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,JPMorgan U.S. Quality Factor ETF,[],1766762131.0,PCX,finmb_533847295,America/New_York,EST,-18000000.0,us_market,False,1.2392006,0.019746391,3.8418388,0.06386761,0.12,15.0,0.0,False,-0.05466164,63.995,REGULAR,JPMorgan U.S. Quality Factor ET,True,1510237800000.0,-0.034999847,63.9902 - 64.0794,NYSEArca,588030.0,14.740997,0.29928526,49.254 - 64.348,-0.35300064,-0.005485806,10.472738,1.18,2.38461,2.38461,7411416600.0,2.4649262,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JRE,303-336-3863,"The fund pursues its investment objective by investing, under normal circumstances, at least 80% of its net assets (plus any borrowings for investment purposes) in equity securities of U.S. real estate-related companies. Such companies may include those in the real estate industry or real estate-related industries. It may also invest up to 15% of its net assets in securities of Canadian issuers. The fund is non-diversified.",[],[],86400.0,2.0,23.3826,23.18,23.3826,23.3826,23.3826,23.18,23.3826,23.3826,31.782314,62.0,62.0,762.0,560.0,560.0,23.36,23.41,500.0,600.0,0.025,3741306.0,20.88,25.131,29.02,18.89,24.42204,23.97543,24.33,USD,False,Real Estate,5.48305,1.08,Janus Henderson,1624320000.0,Exchange Traded Fund,0.0542742,,ETF,JRE,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Janus Henderson U.S. Real Estate ETF,[],1766760422.0,PCX,finmb_705428716,America/New_York,EST,-18000000.0,us_market,False,-1.0394402,-0.04256156,-0.59282875,-0.024726512,0.65,15.0,0.0,False,0.0,23.3826,REGULAR,Janus Henderson U.S. Real Estat,True,1624455000000.0,0.0,23.3826 - 23.3826,NYSEArca,762.0,2.5026016,0.1198564,20.88 - 25.131,-1.7483997,-0.069571435,-1.80161,2.5,2.13933,2.13933,3741306.0,0.7357111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JSCP,(800) 480-4111,"Under normal conditions, at least 70% of the fund's net assets must be invested in securities that, at the time of purchase, are rated investment grade by a nationally recognized statistical rating organization (NRSRO) or in securities that are unrated but are deemed by the adviser to be of comparable quality. The fund will not invest more than 30% of its net assets in below investment grade securities (or the unrated equivalent) under normal conditions. Up to 25% of the fund's net assets may be invested in foreign securities including sovereign and agency debt.",[],[],86400.0,2.0,47.695,47.73,47.725,47.73,47.695,47.73,47.725,47.73,8.245188,5591.0,5591.0,167869.0,177320.0,177320.0,47.72,47.73,100.0,700.0,0.047199998,1103597312.0,46.35,47.79,50.62,44.83,47.58796,47.311745,47.4935,USD,False,Short-Term Bond,6.47612,0.43,JPMorgan,1614556800.0,Exchange Traded Fund,0.058964,,ETF,JSCP,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,JPMorgan Short Duration Core Plus ETF,[],1766762029.0,PCX,finmb_697789037,America/New_York,EST,-18000000.0,us_market,False,0.13883972,0.0029175389,0.41505432,0.008772754,0.33,15.0,0.0,False,0.06667474,47.7268,REGULAR,JPMorgan Short Duration Core Pl,True,1614695400000.0,0.031799316,47.725 - 47.73,NYSEArca,167869.0,1.3768005,0.029704435,46.35 - 47.79,-0.063201904,-0.0013224923,2.075982,4.72,1.28676,1.28676,1103597310.0,5.788443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JSI,303-336-3863,"The fund advisor pursues its investment objective by investing, under normal circumstances, at least 80% of its net assets (plus borrowings for investment purposes) in securitized securities. Securitized securities are debt securities that entitle their holders to payments that depend primarily on the assets underlying the securities, and include, but are not limited to, asset-backed securities (“ABS”), collateralized loan obligations (“CLOs”), agency and non-agency mortgage-backed securities (“MBS”), and collateralized mortgage obligations (“CMOs”). The fund is non-diversified.",[],[],86400.0,2.0,51.97,52.14,52.12,52.14,51.97,52.14,52.12,52.14,12.720775,7989.0,7989.0,137490.0,121690.0,121690.0,52.12,52.13,100.0,600.0,0.0589,1322068096.0,51.05,53.15,53.15,49.96,52.18522,52.217216,52.05,USD,False,Securitized Bond - Diversified,6.05843,0.0,Janus Henderson,1699401600.0,Exchange Traded Fund,,,ETF,JSI,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Janus Henderson Securitized Income ETF,[],1766761860.0,PCX,finmb_1853542066,America/New_York,EST,-18000000.0,us_market,False,-0.062618256,-0.0011999232,-0.09461594,-0.0018119682,0.49,15.0,0.0,False,0.29362965,52.1226,REGULAR,Janus Henderson Securitized Inc,True,1699540200000.0,0.15259933,52.12 - 52.14,NYSEArca,137490.0,1.0726013,0.0210108,51.05 - 53.15,-1.027401,-0.019330215,0.47559738,5.89,0.47034,0.47034,1322068100.0,4.0974393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JSMD,303-336-3863,"The fund will, under normal circumstances, invest at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in equity securities of small- and mid-sized capitalization (“small/mid cap”) companies selected for their growth potential. For purposes of the 80% policy, the fund's managers consider small/mid cap companies to be those whose market capitalization falls within the 12-month range of the Russell 2500TM Growth Index.",[],[],86400.0,2.0,84.0699,83.76,83.586,83.9299,84.0699,83.76,83.586,83.9299,19.283066,1197.0,1197.0,48222.0,28850.0,28850.0,81.18,88.16,5.0,2.0,0.0086,735471680.0,60.988,88.155,88.155,25.02,82.96042,78.12634,83.73,USD,False,Small Growth,11.45183,1.25,Janus Henderson,1456185600.0,Exchange Traded Fund,0.1623832,0.0743463,ETF,JSMD,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Janus Henderson Small/Mid Cap Growth Alpha ETF,[],1766761509.0,NGM,finmb_316670094,America/New_York,EST,-18000000.0,us_market,False,0.62557983,0.0075407024,5.459656,0.06988239,0.3,15.0,0.0,False,-0.5755948,83.586,REGULAR,Janus Henderson Small/Mid Cap G,True,1456410600000.0,-0.48390198,83.586 - 83.9299,NasdaqGM,48222.0,22.598,0.37053192,60.988 - 88.155,-4.5690002,-0.051829167,10.627878,0.86,0.94557,0.94557,735471680.0,4.334684,,0.0,0.0,1491436800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JSML,303-336-3863,"The fund will, under normal circumstances, invest at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in equity securities of small-sized capitalization (“small cap”) companies selected for their growth potential. For purposes of the 80% policy, the fund's managers consider small cap companies to be those whose market capitalization falls within the 12-month range of the Russell 2000TM Growth Index.",[],[],86400.0,2.0,75.5,75.4,75.32,75.513,75.5,75.4,75.32,75.513,18.085218,397.0,397.0,22500.0,32560.0,32560.0,53.1,94.66,2.0,2.0,0.0159,256156688.0,52.84,77.541,77.541,25.07,74.28568,68.59653,75.69,USD,False,Small Growth,15.16761,1.42,Janus Henderson,1456185600.0,Exchange Traded Fund,0.1712611,0.0564137,ETF,JSML,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Janus Henderson Small Cap Growth Alpha ETF,[],1766599177.0,NGM,finmb_316670093,America/New_York,EST,-18000000.0,us_market,False,1.2143173,0.016346587,6.903473,0.100638814,0.3,15.0,0.0,False,0.0,75.5,REGULAR,Janus Henderson Small Cap Growt,True,1456410600000.0,0.0,75.32 - 75.513,NasdaqGM,22500.0,22.66,0.42884177,52.84 - 77.541,-2.0410004,-0.026321564,14.314914,1.59,3.12772,3.12772,256156688.0,4.17468,,0.0,0.0,1491436800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JSTC,844-986-7676,"The fund is an actively-managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by investing the fund’s assets in a portfolio of global companies whose business practices are aligned with the social justice investment criteria of sub-adviser. Under stable market conditions, it will invest in at least three countries (one of which may be the United States) and will invest at least 40% of its total assets at the time of purchase in non-U.S. companies.",[],[],86400.0,2.0,20.648,20.7,20.655,20.745,20.648,20.7,20.655,20.745,22.23764,49241.0,49241.0,21354.0,28240.0,28240.0,20.56,20.75,1000.0,3000.0,0.0111,252924640.0,16.057,22.42,22.42,13.221,20.23662,19.552975,20.3745,USD,False,Global Large-Stock Blend,11.4152,0.96,Adasina Social Capital,1607385600.0,Exchange Traded Fund,0.1101516,0.0721531,ETF,JSTC,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Adasina Social Justice All Cap Global ETF,[],1766760422.0,PCX,finmb_685517204,America/New_York,EST,-18000000.0,us_market,False,0.41138077,0.020328531,1.095026,0.056003038,0.89,15.0,0.0,False,0.0,20.648,REGULAR,Adasina Social Justice All Cap ,True,1607610600000.0,0.0,20.655 - 20.745,NYSEArca,21354.0,4.5910015,0.285919,16.057 - 22.42,-1.7719994,-0.07903655,11.412072,1.11,0.33621,0.33621,252924640.0,0.9285158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JTEK,(800) 480-4111,The fund will invest primarily in equity securities issued by technology and technology-enabled companies which the adviser believes are leaders and where the magnitude and/or duration of future growth for these companies is underappreciated by the market.,[],[],86400.0,2.0,91.97,92.13,91.56,92.13,91.97,92.13,91.56,92.13,43.36382,7664.0,7664.0,261866.0,179060.0,179060.0,81.95,87.22,2.0,2.0,0.0,3131194624.0,56.4,97.86,97.86,46.574,91.61292,82.89079,89.8955,USD,False,Technology,20.36924,0.0,JPMorgan,1696377600.0,Exchange Traded Fund,,,ETF,JTEK,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,JPMorgan U.S. Tech Leaders ETF,[],1766762006.0,NGM,finmb_1846020912,America/New_York,EST,-18000000.0,us_market,False,-0.012924194,-0.00014107392,8.709206,0.10506843,0.65,15.0,0.0,False,-0.40230808,91.6,REGULAR,JPMorgan U.S. Tech Leaders ETF,True,1696512600000.0,-0.37000275,91.56 - 92.13,NasdaqGM,261866.0,35.199997,0.6241134,56.4 - 97.86,-6.260002,-0.06396896,18.51971,0.0,6.85419,6.85419,3131194620.0,2.11236,2023-10-05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
