trailingPegRatio,ticker,phone,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,shortName,longName,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPE,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,ipoExpectedDate,dividendDate,address1,address2,city,state,zip,country,industry,industryKey,sector,sectorKey,profitMargins,52WeekChange,SandP52WeekChange,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,fax,website,sharesOutstanding,marketCap,priceToBook,financialCurrency,bookValue,earningsTimestampStart,earningsTimestampEnd,displayName,forwardPE,epsForward,lastDividendValue,lastDividendDate,heldPercentInsiders,heldPercentInstitutions,isEarningsDateEstimate,error
,BETZ,,"The index was developed by Morningstar, Inc. and is designed to provide pure exposure to sports and online betting themes. The fund will generally invest all, or substantially all, of its assets in the component securities of the index, but also may invest in investments that provide comparable exposure, including but not limited to depositary receipts representing Index components and investments in other ETFs. The fund is non-diversified.",[],[],86400.0,2.0,21.2427,21.3,21.271,21.38,21.2427,21.3,21.271,21.38,4112.0,4112.0,18103.0,12660.0,12660.0,21.3,21.35,200.0,200.0,0.0068,81320120.0,16.73,25.48,33.26,12.85,22.062,22.00118,22.5454,USD,False,Consumer Cyclical,25.70796,1.42,Roundhill Investments,1591142400.0,Exchange Traded Fund,0.18513331,0.013887,ETF,BETZ,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1591277400000.0,0.07229996,21.271 - 21.38,NYSEArca,18103.0,4.585001,0.27405864,16.73 - 25.48,-4.164999,-0.1634615,3.2215714,0.68,1.02471,1.02471,81320120.0,Roundhill Sports Betting & iGam,Roundhill Sports Betting & iGaming ETF,-0.74699974,-0.03385911,-0.6861801,-0.031188332,0.75,15.0,0.0,False,REGULAR,1764707189.0,PCX,finmb_664268794,America/New_York,EST,-18000000.0,us_market,False,0.340352,21.315,22.064398,,,0.9660359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BFAP,630-241-4141,"Under normal market conditions, the fund will invest at least 80% of its net assets in investments that are needed to provide exposure to bitcoin and to provide the fund's ""floor"". The fund is non-diversified.",[],[],86400.0,2.0,21.4,21.7496,21.69,22.23,21.4,21.7496,21.69,22.23,1154.0,1154.0,334.0,290.0,290.0,22.06,22.19,100.0,200.0,,2428452.0,19.352,24.841,24.841,19.352,23.48802,23.095228,23.93,USD,False,Digital Assets,,0.0,First Trust,1743638400.0,Exchange Traded Fund,,,ETF,BFAP,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1743773400000.0,0.691,21.69 - 22.23,NYSEArca,334.0,2.7390003,0.14153577,19.352 - 24.841,-2.75,-0.11070408,6.809926,,4.07201,4.07201,2428452.0,FT Vest Bitcoin Strategy Floor1,FT Vest Bitcoin Strategy Floor15 ETF - April,-1.3970203,-0.059477996,-1.0042286,-0.04348208,0.9,15.0,0.0,False,REGULAR,1764701471.0,PCX,finmb_1867545245,America/New_York,EST,-18000000.0,us_market,False,3.228972,22.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BFEB,(215) 979-3750,"The fund invests at least 80% of its net assets in FLexible EXchange® Options (""FLEX Options"") that reference the SPDR® S&P 500® ETF Trust (the ""underlying ETF""). FLEX Options are exchange-traded option contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded option contracts. It is non-diversified.",[],[],86400.0,2.0,48.126,48.15,48.07,48.2228,48.126,48.15,48.07,48.2228,16434.0,16434.0,17684.0,6170.0,6170.0,48.14,48.19,1400.0,200.0,0.0,196184992.0,37.34,48.2228,48.18,17.0,47.44782,44.539204,47.4983,USD,False,Defined Outcome,9.66192,0.69,Innovator ETFs,1580428800.0,Exchange Traded Fund,0.1868675,0.1297669,ETF,BFEB,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1580740200000.0,0.025001526,48.07 - 48.2228,Cboe US,17684.0,10.811001,0.28952867,37.34 - 48.2228,-0.07180023,-0.001488927,11.885977,0.0,5.83469,5.83469,196184992.0,Innovator U.S. Equity Buffer ET,Innovator U.S. Equity Buffer ETF - February,0.7031822,0.014820117,3.6117973,0.081092544,0.79,15.0,0.0,False,REGULAR,1764706117.0,BTS,finmb_649793439,America/New_York,EST,-18000000.0,us_market,False,0.051951222,48.151,28.66579,,,1.6797374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BFIX,833-852-8453,"The fund is an actively managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective through investing in a non-diversified portfolio of U.S. dollar-denominated, investment-grade bonds of U.S. and non-U.S. issuers and private credit instruments, either directly or indirectly via unaffiliated ETFs, and long call or long put options linked to the performance of an equity, ETF, or index. It is non-diversified.",[],[],86400.0,2.0,25.33,25.31,25.31,25.35,25.33,25.31,25.31,25.35,4624.0,4624.0,3007.0,1230.0,1230.0,25.29,25.36,1000.0,900.0,0.039300002,10732080.0,24.51,26.85,26.85,22.25,25.3709,25.14745,25.4088,USD,False,Short-Term Bond,4.88385,0.33,"Build Asset Management, LLC",1644364800.0,Exchange Traded Fund,0.081695296,,ETF,BFIX,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1644503400000.0,0.01720047,25.31 - 25.35,NYSEArca,3007.0,0.83720016,0.034157492,24.51 - 26.85,-1.5028,-0.055970203,1.4214158,3.93,1.40176,1.40176,10732080.0,Build Bond Innovation ETF,Build Bond Innovation ETF,-0.023698807,-0.0009340941,0.1997509,0.007943187,0.45,15.0,0.0,False,REGULAR,1764704919.0,PCX,finmb_1684932254,America/New_York,EST,-18000000.0,us_market,False,0.06790553,25.3472,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BFJL,630-241-4141,"Under normal market conditions, the fund will invest at least 80% of its net assets (plus any borrowings for investment purposes) in investments that are needed to provide exposure to bitcoin and to provide the fund's ""floor"". The fund is non-diversified.",[],[],86400.0,2.0,19.7496,18.77,18.86,18.86,19.7496,18.77,18.86,18.86,5429.0,5429.0,812.0,70.0,70.0,18.75,18.87,100.0,1500.0,,3100294.0,18.294,21.489,21.489,18.294,19.99766,20.302505,20.36,USD,False,Digital Assets,,0.0,First Trust,1750982400.0,Exchange Traded Fund,,,ETF,BFJL,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1751376600000.0,-0.88959885,18.86 - 18.86,NYSEArca,812.0,0.566,0.030939104,18.294 - 21.489,-2.6289997,-0.12234165,-7.6713443,,3.92157,3.92157,3100294.0,FT Vest Bitcoin Strategy Floor1,FT Vest Bitcoin Strategy Floor15 ETF - July,-1.1376591,-0.056889612,-1.4425049,-0.071050584,0.9,15.0,0.0,False,REGULAR,1764696615.0,PCX,finmb_1943239541,America/New_York,EST,-18000000.0,us_market,False,-4.5043893,18.86,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BFLB,,"The fund is an actively managed ETF that seeks to achieve its investment objective by investing in a combination of exchange-traded options contracts that provide exposure to one or more ETF that seeks to track a large-capitalization U.S. equity market index, while seeking to protect against a predetermined amount of loss (e.g., 5-15%) in such ETF or ETFs. Under normal circumstances, the fund will invest at least 80% of its net assets in instruments that provide the fund with direct or indirect exposure to equity securities of U.S. companies. The fund is non-diversified.",[],[],86400.0,2.0,50.59,50.59,50.59,50.59,50.59,50.59,50.59,50.59,220.0,220.0,34036.0,16850.0,16850.0,50.66,50.78,2400.0,2400.0,,,49.3,50.78,50.78,49.3,50.165527,50.165527,50.1777,USD,False,Defined Outcome,,,BufferLABS,1759795200.0,Exchange Traded Fund,,,ETF,BFLB,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1759930200000.0,0.0,50.59 - 50.59,Cboe US,34036.0,1.2900009,0.026166348,49.3 - 50.78,-0.18999863,-0.0037416036,0.8472085,,,,,BufferLABS US Equity Dynamic Bu,BufferLABS US Equity Dynamic Buffer ETF,0.4244728,0.008461444,0.4244728,0.008461444,0.79,15.0,0.0,False,REGULAR,1764686770.0,BTS,finmb_1953828881,America/New_York,EST,-18000000.0,us_market,False,0.0,50.59,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BFOC,,,,,86400.0,2.0,18.1099,18.41,18.41,18.53,18.1099,18.41,18.41,18.53,1971.0,1971.0,10809.0,1030.0,1030.0,18.48,18.54,100.0,300.0,,,18.11,20.705,20.705,18.11,19.37319,19.37319,,USD,False,,,,,,,,,ETF,BFOC,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1759411800000.0,0.42010117,18.41 - 18.53,NYSEArca,10809.0,0.42000008,0.02319161,18.11 - 20.705,-2.1749992,-0.105047055,-11.192274,,,,,FT Vest Bitcoin Strategy Floor1,First Trust Exchange-Traded Fund - FT Vest Bitcoin Strategy Floor15 ETF - October,-0.84318924,-0.04352351,-0.84318924,-0.04352351,,15.0,0.0,False,REGULAR,1764698604.0,PCX,finmb_1953811358,America/New_York,EST,-18000000.0,us_market,False,2.3197322,18.53,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BFOR,855.724.0450,The underlying index is a rules-based index intended to give investors a means of tracking the overall performance of high performing equity securities of U.S. companies. The fund will invest at least 80% of its total assets in the equity securities which comprise the underlying index.,[],[],86400.0,2.0,81.4778,81.84,81.515,81.73,81.4778,81.84,81.515,81.73,7635.0,7635.0,4028.0,8480.0,8480.0,81.66,81.76,1100.0,1100.0,0.0062,182663104.0,60.26,82.46,82.46,23.91,80.413,75.8935,80.5989,USD,False,Mid-Cap Blend,11.53922,1.16,ALPS,1370217600.0,Exchange Traded Fund,0.17861481,0.1387237,ETF,BFOR,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1370352600000.0,0.21089935,81.515 - 81.73,NYSEArca,4028.0,21.4287,0.35560405,60.26 - 82.46,-0.77130127,-0.009353641,3.322339,0.62,5.45201,5.45201,182663104.0,Barron's 400 ETF,Barron's 400 ETF,1.2756958,0.015864298,5.7951965,0.076359585,0.65,15.0,0.0,False,REGULAR,1764707317.0,PCX,finmb_233574662,America/New_York,EST,-18000000.0,us_market,False,0.25884336,81.6887,17.176966,,,4.7557116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BFRE,,"The underlying index is designed to provide investors with broad, diversified exposure to global markets while adhering to a specific set of principles aimed at promoting freedom, open markets, and reduced exposure to authoritarian influences. Under normal circumstances, the fund will invest at least 80% of its net assets, plus any borrowings for investment purposes, in securities included in the underlying index. The fund is non-diversified.",[],[],86400.0,2.0,29.583,28.74,29.583,29.583,29.583,28.74,29.583,29.583,3.0,3.0,146.0,210.0,210.0,29.65,29.71,4.0,2300.0,,2158561.0,21.738,29.873,29.873,21.738,29.16246,27.193192,29.29,USD,False,Global Large-Stock Blend,,0.0,Westwood,1742947200.0,Exchange Traded Fund,,,ETF,BFRE,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1743082200000.0,0.0,29.583 - 29.583,NYSEArca,146.0,7.8449993,0.36088872,21.738 - 29.873,-0.289999,-0.00970773,19.450056,,6.33158,6.33158,2158561.0,Westwood LBRTY Global Equity ET,Westwood LBRTY Global Equity ETF,0.42053986,0.014420589,2.3898087,0.08788261,0.5,15.0,0.0,False,REGULAR,1764686770.0,PCX,finmb_1917659110,America/New_York,EST,-18000000.0,us_market,False,0.0,29.583,26.813976,,,1.1032679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlueFire Renewables,,,,,,,,
,BGDV,(414) 765-5586,"Under normal circumstances, the fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in dividend-paying securities (i.e., equity securities that have paid a dividend in the prior 12 calendar months).",[],[],86400.0,2.0,27.48,27.3,27.28,27.3,27.48,27.3,27.28,27.3,8986.0,8986.0,8311.0,5690.0,5690.0,27.3,27.32,700.0,700.0,,703926208.0,21.47,27.59,27.59,21.47,26.84806,25.32242,26.8332,USD,False,Large Value,11.22506,0.0,Bahl & Gaynor Inc.,1733875200.0,Exchange Traded Fund,,,ETF,BGDV,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1734013800000.0,-0.19839859,27.28 - 27.3,NYSEArca,8311.0,5.8116016,0.27068475,21.47 - 27.59,-0.3083992,-0.011177934,9.833956,,6.64043,6.64043,703926210.0,Bahl & Gaynor Dividend ETF,Bahl & Gaynor Dividend ETF,0.43354034,0.01614792,1.9591808,0.077369414,0.45,15.0,0.0,False,REGULAR,1764700172.0,PCX,finmb_1902730106,America/New_York,EST,-18000000.0,us_market,False,-0.7219745,27.2816,27.733757,0.0,0.0,0.9836965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Etf Ser,,,,,,,,
,BGIG,(414) 765-5586,"The fund is an actively managed exchange-traded fund (“ETF”) that invests primarily in dividend-paying U.S.-listed equity securities of large capitalization companies, predominately those with a market capitalization greater than $7 billion.",[],[],86400.0,2.0,32.4096,32.48,32.259,32.41,32.4096,32.48,32.259,32.41,20139.0,20139.0,41580.0,68370.0,68370.0,32.3,32.32,1500.0,1600.0,0.019,317398336.0,26.13,32.825,32.825,22.702,32.14246,30.56769,32.2973,USD,False,Large Value,11.34958,0.0,Bahl & Gaynor Investment Counsel,1694649600.0,Exchange Traded Fund,,,ETF,BGIG,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1694784600000.0,-0.07959747,32.259 - 32.41,NYSEArca,41580.0,6.2000027,0.23727527,26.13 - 32.825,-0.49499893,-0.015079937,6.914294,1.9,6.41609,6.41609,317398336.0,Bahl & Gaynor Income Growth ETF,Bahl & Gaynor Income Growth ETF,0.18754196,0.005834711,1.7623119,0.057652768,0.45,15.0,0.0,False,REGULAR,1764706863.0,PCX,finmb_1846396477,America/New_York,EST,-18000000.0,us_market,False,-0.24559845,32.33,24.969849,,,1.2947617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BGLD,630-241-4141,"Under normal market conditions, the fund will invest substantially all of its assets in U.S. Treasury securities, cash and cash equivalents, and in the shares of a wholly-owned subsidiary that holds FLexible EXchange ® Options that reference the price performance of the SPDR ® Gold Trust. The fund is non-diversified.",[],[],86400.0,2.0,24.41,24.19,24.11,24.35,24.41,24.19,24.11,24.35,79808.0,79808.0,35076.0,56790.0,56790.0,24.17,24.29,100.0,300.0,0.1739,67864336.0,17.86,24.72,24.72,16.905,24.08666,22.08716,24.14,USD,False,Defined Outcome,29.75477,0.03,First Trust,1611100800.0,Exchange Traded Fund,0.2535039,,ETF,BGLD,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1611239400000.0,-0.12999916,24.11 - 24.35,Cboe US,35076.0,6.42,0.35946247,17.86 - 24.72,-0.43999863,-0.017799297,32.017303,17.39,10.79572,10.79572,67864336.0,FT Vest Gold Strategy Quarterly,FT Vest Gold Strategy Quarterly Buffer ETF,0.1933403,0.0080268625,2.1928406,0.09928124,0.91,15.0,0.0,False,REGULAR,1764706594.0,BTS,finmb_690527455,America/New_York,EST,-18000000.0,us_market,False,-0.5325652,24.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BGRN,1-800-474-2737,"The fund seeks to track the investment results of the underlying index, which measures the performance of U.S. dollar-denominated investment-grade green bonds issued by U.S. and non-U.S. issuers to fund projects with direct environmental benefits.",[],[],86400.0,2.0,47.99,47.9466,47.9466,48.03,47.99,47.9466,47.9466,48.03,13223.0,13223.0,23615.0,15610.0,15610.0,34.54,61.41,1.0,1.0,0.0416,432648224.0,46.15,48.52,58.86,44.18,48.15236,47.51194,48.31418,USD,False,Global Bond-USD Hedged,6.1701,0.81,iShares,1542067200.0,Exchange Traded Fund,0.0699538,0.0001143,ETF,BGRN,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1543329000000.0,0.0099983215,47.9466 - 48.03,NasdaqGM,23615.0,1.8499985,0.04008664,46.15 - 48.52,-0.52000046,-0.010717239,1.3841987,4.16,2.18783,2.18783,432648224.0,iShares USD Green Bond ETF,iShares USD Green Bond ETF,-0.15235901,-0.0031641028,0.48806,0.010272365,0.2,15.0,0.0,False,REGULAR,1764707248.0,NGM,finmb_579349187,America/New_York,EST,-18000000.0,us_market,False,0.020821162,48.0,,,,,,1545609600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BGRO,,"Under normal circumstances, the fund seeks to invest at least 80% of its net assets plus the amount of any borrowings for investment purposes in large cap growth equity securities and derivatives that provide investment exposure to such securities or to one or more market risk factors associated with such securities. The fund is non-diversified.",[],[],86400.0,2.0,37.42,38.251,37.42,37.42,37.42,38.251,37.42,37.42,24.0,24.0,558.0,280.0,280.0,38.5,38.57,9.0,9.0,0.0004,8711090.0,26.6,40.41,40.41,26.6,38.55478,35.36333,38.44566,USD,False,Large Growth,13.64539,0.0,iShares,1717459200.0,Exchange Traded Fund,,,ETF,BGRO,en-US,US,ETF,Delayed Quote,True,HIGH,[],True,1717594200000.0,0.0,37.42 - 37.42,NasdaqGM,558.0,10.819998,0.40676683,26.6 - 40.41,-2.9900017,-0.07399163,11.256218,0.04,5.76845,5.76845,8711090.0,iShares Large Cap Growth Active,iShares Large Cap Growth Active ETF,-1.1347809,-0.02943295,2.0566673,0.05815819,0.55,15.0,0.0,False,REGULAR,1764622800.0,NGM,finmb_1877275081,America/New_York,EST,-18000000.0,us_market,False,0.0,37.42,42.906387,,,0.87213117,2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BHYB,2122505883,"The fund, using a passive or indexing investment approach, seeks investment results that correspond generally to the performance, before fees and expenses, of the underlying index. The underlying index is a subset of the ICE BofA U.S. High Yield Index, which is designed to track the performance of U.S. dollar denominated below investment grade corporate debt publicly issued in the U.S. domestic market. The fund is non-diversified.",[],[],86400.0,2.0,54.5192,54.46,54.4652,54.475,54.5192,54.46,54.4652,54.475,457.0,457.0,10726.0,550.0,550.0,54.51,54.53,600.0,100.0,0.067,1142075008.0,51.46,54.99,55.16,50.16,54.58174,54.037155,54.54,USD,False,High Yield Bond,7.16616,0.0,Xtrackers,1698278400.0,Exchange Traded Fund,,,ETF,BHYB,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1698672600000.0,-0.044200897,54.4652 - 54.475,Cboe US,10726.0,3.0149994,0.058589187,51.46 - 54.99,-0.5150032,-0.0093653975,0.27805567,6.7,2.36091,2.36091,1142075010.0,Xtrackers USD High Yield BB-B e,Xtrackers USD High Yield BB-B ex Financials ETF,-0.10674286,-0.0019556514,0.43784332,0.008102635,0.2,15.0,0.0,False,REGULAR,1764694588.0,BTS,finmb_1855110532,America/New_York,EST,-18000000.0,us_market,False,-0.081074,54.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIB,,"The index is designed to measure the performance of a set of Nasdaq-listed biotechnology and pharmaceutical companies. Under normal circumstances, the fund will obtain leveraged exposure to at least 80% of its total assets in components of the index or in instruments with similar economic characteristics. The fund is non-diversified.",[],[],86400.0,2.0,80.003,80.325,78.74,80.6451,80.003,80.325,78.74,80.6451,17845.0,17845.0,15600.0,24670.0,24670.0,78.62,80.0,1.0,1.0,0.0148,57760644.0,33.78,84.06,113.06,4.24125,68.918,54.4025,68.8458,USD,False,Trading--Leveraged Equity,18.76529,1.6,ProShares,1270512000.0,Exchange Traded Fund,0.1408526,-0.0005498,ETF,BIB,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1270819800000.0,-0.8428955,78.74 - 80.6451,NasdaqGM,15600.0,45.380104,1.3434016,33.78 - 84.06,-4.8998947,-0.058290444,37.639965,1.48,30.50533,30.50533,57760644.0,ProShares Ultra Nasdaq Biotechn,ProShares Ultra Nasdaq Biotechnology,10.242104,0.1486129,24.757603,0.4550821,0.95,15.0,0.0,False,REGULAR,1764706544.0,NGM,finmb_100661718,America/New_York,EST,-18000000.0,us_market,False,-1.0535799,79.1601,26.700796,,,2.9647095,,1285632000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIBL,(402) 895-1600,"The fund generally invests at least 80% of its total assets in the component securities of the 100 Index. The index provider selects domestic large capitalization equity securities using the index provider's Inspire Impact Score®,a proprietary selection methodology that is designed to assign a score to a particular security based on the security's alignment with biblical values and the positive impact that company has on its customers,communities,workplace and the world.",[],[],86400.0,2.0,45.14,45.34,45.1022,45.39,45.14,45.34,45.1022,45.39,17733.0,17733.0,39112.0,37960.0,37960.0,45.37,45.39,700.0,400.0,0.0098,335159168.0,32.715,45.83,46.67,20.314,44.68776,41.439804,44.96,USD,False,Large Blend,15.02512,1.14,Inspire,1509321600.0,Exchange Traded Fund,0.1852495,0.1018025,ETF,BIBL,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1509456600000.0,0.25,45.1022 - 45.39,NYSEArca,39112.0,12.674999,0.38743693,32.715 - 45.83,-0.44000244,-0.009600751,7.2081685,0.98,7.76025,7.76025,335159168.0,Inspire 100 ETF,Inspire 100 ETF,0.70224,0.01571437,3.9501953,0.0953237,0.35,15.0,0.0,False,REGULAR,1764706680.0,PCX,finmb_533851359,America/New_York,EST,-18000000.0,us_market,False,0.55383253,45.39,27.531708,,,1.6486446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIL,,"The fund invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index measures the performance of public obligations of the U.S. Treasury that have a remaining maturity of greater than or equal to 1 month and less than 3 months.",[],[],86400.0,2.0,91.45,91.47,91.46,91.48,91.45,91.47,91.46,91.48,6224454.0,6224454.0,9531326.0,9665000.0,9665000.0,91.47,91.48,449500.0,663500.0,0.0432,42140692480.0,91.29,91.78,106.2,91.21,91.613,91.59785,91.63875,USD,False,Ultrashort Bond,3.14692,0.0,SPDR State Street Investment Management,1180051200.0,Exchange Traded Fund,0.0474834,0.029416298,ETF,BIL,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1180531800000.0,0.025001526,91.46 - 91.48,NYSEArca,9531326.0,0.18499756,0.0020264823,91.29 - 91.78,-0.3050003,-0.0033231676,-0.043720007,4.32,1.06441,1.06441,42140692000.0,State Street SPDR Bloomberg 1-3,SPDR Bloomberg 1-3 Month T-Bill ETF,-0.13800049,-0.0015063417,-0.12284851,-0.0013411725,0.1356,15.0,0.0,False,REGULAR,1764707319.0,PCX,finmb_34697630,America/New_York,EST,-18000000.0,us_market,False,0.027339011,91.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BILD,,"Under normal circumstances, the fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in listed infrastructure companies. For purposes of the 80% policy, the managers define listed infrastructure companies as publicly traded companies engaged in the development, operation, and/or management of infrastructure assets. Infrastructure assets include but are not limited to utilities (electric, gas, water), transportation infrastructure etc.",[],[],86400.0,2.0,28.5129,27.88,28.5129,28.5129,28.5129,27.88,28.5129,28.5129,2.0,2.0,388.0,200.0,200.0,28.44,28.49,400.0,500.0,0.0313,6218645.0,23.16,28.777,28.777,23.16,28.1497,26.737675,28.39,USD,False,Infrastructure,18.35203,0.0,Macquarie,1701129600.0,Exchange Traded Fund,,,ETF,BILD,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1701268200000.0,0.0,28.5129 - 28.5129,NYSEArca,388.0,5.3528996,0.23112692,23.16 - 28.777,-0.26410103,-0.009177504,8.468067,3.13,4.41432,4.41432,6218645.0,Macquarie Global Listed Infrast,Macquarie Global Listed Infrastructure ETF,0.36319923,0.012902419,1.7752247,0.06639413,0.5,15.0,0.0,False,REGULAR,1764686770.0,PCX,finmb_1845137186,America/New_York,EST,-18000000.0,us_market,False,0.0,28.5129,20.334734,,,1.4021772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BILS,,"In seeking to track the performance of the index, the fund employs a sampling strategy, which means that the fund is not required to purchase all of the securities represented in the index. The index is designed to measure the performance of public obligations of the U.S. Treasury that have a remaining maturity of greater than or equal to 3 months and less than 12 months.",[],[],86400.0,2.0,99.19,99.21,99.2032,99.22,99.19,99.21,99.2032,99.22,331743.0,331743.0,403461.0,414810.0,414810.0,99.21,99.22,40900.0,60500.0,0.0431,3851384064.0,98.99,99.52,100.12,98.89,99.36946,99.31884,99.40577,USD,False,Ultrashort Bond,3.17216,0.02,SPDR State Street Investment Management,1600905600.0,Exchange Traded Fund,0.0477702,0.0284182,ETF,BILS,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1602077400000.0,0.021095276,99.2032 - 99.22,NYSEArca,403461.0,0.22109985,0.0022335574,98.99 - 99.52,-0.30889893,-0.0031038881,0.030255318,4.31,1.12568,1.12568,3851384060.0,State Street SPDR Bloomberg 3-1,SPDR Bloomberg 3-12 Month T-Bill ETF,-0.15836334,-0.0015936822,-0.10774231,-0.0010848125,0.1356,15.0,0.0,False,REGULAR,1764707305.0,PCX,finmb_683063742,America/New_York,EST,-18000000.0,us_market,False,0.021265633,99.2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
