trailingPegRatio,ticker,phone,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,shortName,longName,dividendDate,regularMarketChangePercent,regularMarketPrice,ipoExpectedDate,sharesOutstanding,marketCap,financialCurrency,bookValue,priceToBook,forwardPE,epsForward,address1,address2,address3,morningStarOverallRating,morningStarRiskRating,annualReportExpenseRatio,lastDividendValue,lastCapGain,annualHoldingsTurnover,dividendRate,city,state,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,exDividendDate,payoutRatio,beta,priceToSalesTrailing12Months,enterpriseValue,profitMargins,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendDate,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,grossProfits,grossMargins,ebitdaMargins,operatingMargins,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,displayName
,BEWT39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BKEM,,"The fund normally invests substantially all of its assets in equity securities comprising the Solactive GBS Emerging Markets Large & Mid Cap USD Index NTR, depositary receipts based on securities comprising the index, ETFs providing exposure to such securities, and derivatives with economic characteristics similar to such securities or the index. The index is a free float market capitalization weighted index designed to measure the performance of emerging market large- and mid-capitalization companies. It is non-diversified.",[],[],86400.0,2.0,73.78,73.04,73.0162,73.71,73.78,73.04,73.0162,73.71,14.529698,2657.0,2657.0,3764.0,1660.0,1660.0,73.47,77.74,100.0,100.0,0.0235,66175952.0,52.26,77.55,81.943,47.07,73.83772,66.318596,,,74.65,USD,False,Diversified Emerging Mkts,26.49135,0.97,BNY Mellon,1587513600.0,Exchange Traded Fund,0.1879987,0.0585916,ETF,BKEM,en-US,US,ETF,,True,HIGH,True,1587735000000.0,2.35,10.65878,10.65878,66175952.0,5.0730577,NYSEArca,3764.0,21.45,0.41044778,52.26 - 77.55,-3.840004,-0.04951649,22.383308,0.0,73.71,0.0,-0.0699997,73.0162 - 73.71,-0.1277237,-0.0017297892,7.391403,0.11145295,0.11,15.0,0.0,False,[],1763503500.0,1763491592.0,PCX,finmb_639336259,America/New_York,EST,-18000000.0,us_market,False,POST,BNY Mellon Emerging Markets Equ,BNY Mellon Emerging Markets Equity ETF,,-0.0948762,73.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BKF,,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization index that is designed to measure the combined equity market performance in Brazil, India and China (“BIC”).",[],[],86400.0,2.0,44.86,44.54,44.56,44.84,44.86,44.54,44.56,44.84,15.740974,17621.0,17621.0,6518.0,11970.0,11970.0,22.4,44.85,200.0,100.0,0.0222,90803176.0,34.69,46.23,68.99,18.19,45.0964,41.64305,,,45.34536,USD,False,Diversified Emerging Mkts,24.56106,1.07,iShares,1194825600.0,Exchange Traded Fund,0.1572659,0.0061152,ETF,BKF,en-US,US,ETF,Delayed Quote,True,HIGH,True,1195569000000.0,2.22,9.30693,9.30693,90803176.0,2.8390872,NYSEArca,6518.0,10.0,0.28826752,34.69 - 46.23,-1.5400009,-0.03331172,18.86592,0.0,44.69,0.0,-0.170002,44.56 - 44.84,-0.4064026,-0.009011863,3.0469475,0.07316821,0.72,15.0,0.0,False,[],1763507821.0,1763499600.0,PCX,finmb_39088173,America/New_York,EST,-18000000.0,us_market,False,POST,iShares MSCI BIC ETF,iShares MSCI BIC ETF,,-0.378961,44.69,,4300000.0,192166992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CGNG,,"Under normal market conditions,the fund will invest at least 80% of its assets in equity securities. The fund invests primarily in common stocks of companies with significant exposure to developing countries. The securities markets of these countries may be referred to as emerging markets or frontier markets. The fund is non-diversified.",[],[],86400.0,2.0,31.39,31.06,30.9,31.2699,31.39,31.06,30.9,31.2699,15.950728,843956.0,843956.0,410014.0,477810.0,477810.0,29.35,32.68,1600.0,4000.0,0.0022,899951744.0,22.215,32.34,32.34,22.215,31.2271,28.11747,,,31.44,USD,False,Diversified Emerging Mkts,24.47496,0.0,Capital Group,1719273600.0,Exchange Traded Fund,,,ETF,CGNG,en-US,US,ETF,Delayed Quote,True,HIGH,True,1719495000000.0,0.22,7.31198,7.31198,899951740.0,1.9522619,NYSEArca,410014.0,8.924999,0.40175554,22.215 - 32.34,-1.2000008,-0.037105776,25.1096,0.0,31.14,0.0,-0.25,30.9 - 31.2699,-0.08710098,-0.0027892755,3.0225296,0.1074965,0.64,15.0,0.0,False,[],1763507821.0,1763499600.0,PCX,finmb_1871155046,America/New_York,EST,-18000000.0,us_market,False,POST,Capital Group New Geography Equ,Capital Group New Geography Equity ETF,,-0.796432,31.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COAL,+1 405 7788377,"The fund normally invests in securities comprising the index. The index is designed to track the performance of companies that are involved in the metallurgical (met) and thermal coal industry, which includes production, exploration, development, transportation, and distribution (“Coal Companies”). Under normal circumstances, the fund invests at least 80% of its net assets in securities of coal companies. The fund is non-diversified.",[],[],86400.0,2.0,22.0867,21.5,21.5,21.9654,22.0867,21.5,21.5,21.9654,11.111571,8744.0,8744.0,28825.0,27050.0,27050.0,21.06,29.29,300.0,600.0,0.0168,26899744.0,13.85,24.95,26.25,13.85,22.49934,19.31955,,,24.0,USD,False,Equity Energy,7.23589,0.0,Exchange Traded Concepts,1704844800.0,Exchange Traded Fund,,,ETF,COAL,en-US,US,ETF,Delayed Quote,True,HIGH,True,1706106600000.0,1.68,27.61194,27.61194,26899744.0,1.9646186,NYSEArca,28825.0,7.9799995,0.57617325,13.85 - 24.95,-3.1200008,-0.12505013,-7.778704,0.0,21.83,0.0,-0.256701,21.5 - 21.9654,-0.66934013,-0.029749323,2.5104504,0.12994352,0.85,15.0,0.0,False,[],1763507881.0,1763499583.0,PCX,finmb_1856948461,America/New_York,EST,-18000000.0,us_market,False,POST,Exchange Traded Concepts Trust ,Range Global Coal ETF,,-1.16224,21.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DBEM,2122505883,"The fund, using a ""passive"" or indexing investment approach, seeks investment results that correspond generally to the performance, before fees and expenses, of the underlying index, which is designed to track emerging market performance while mitigating exposure to fluctuations between the value of the U.S. dollar and the currencies of the countries included in the underlying index. It will invest at least 80% of its total assets in component securities of the underlying index. It is non-diversified.",[],[],86400.0,2.0,31.5978,31.35,31.39,31.5039,31.5978,31.35,31.39,31.5039,14.5300255,3189.0,3189.0,6104.0,4100.0,4100.0,15.71,47.11,300.0,100.0,0.0194,75778496.0,21.45,32.62,32.62,16.22,31.2788,27.81395,,,31.79,USD,False,Diversified Emerging Mkts,24.09808,0.77,Xtrackers,1307577600.0,Exchange Traded Fund,0.186746,0.0724803,ETF,DBEM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1307626200000.0,1.94,12.55868,12.55868,75778496.0,2.168193,NYSEArca,6104.0,10.0539,0.46871325,21.45 - 32.62,-1.1160984,-0.034215156,24.213839,0.29862875,31.5039,0.09379959,-0.0938988,31.39 - 31.5039,0.22510147,0.007196615,3.689951,0.13266549,0.66,15.0,0.0,False,[],1763499855.0,1763498961.0,PCX,finmb_134106029,America/New_York,EST,-18000000.0,us_market,False,POST,Xtrackers MSCI Emerging Markets,Xtrackers MSCI Emerging Markets Hedged Equity ETF,,-0.297169,31.5039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DFAE,512-306-7400,"The fund is designed to purchase a broad and diverse group of readily marketable emerging markets equity securities that is composed of companies within the Emerging Markets Universe that meet the Advisor's investment criteria. The Advisor defines the ""Emerging Markets Universe"" as a market capitalization weighted set of non-U.S. companies associated with emerging markets, which may include frontier markets that have been designated as Approved Markets for investment by the Advisor.",[],[],86400.0,2.0,32.13,31.83,31.7255,32.06,32.13,31.83,31.7255,32.06,14.92887,1140228.0,1140228.0,668981.0,576030.0,576030.0,30.09,47.83,5100.0,4400.0,0.0211,6874467328.0,22.68,33.21,33.21,19.43,31.9946,28.6907,,,32.1919,USD,False,Diversified Emerging Mkts,25.38685,0.96,Dimensional Fund Advisors,1606780800.0,Exchange Traded Fund,0.20200871,,ETF,DFAE,en-US,US,ETF,Delayed Quote,True,HIGH,True,1607005800000.0,2.11,9.80556,9.80556,6874467300.0,2.1408184,NYSEArca,668981.0,9.279999,0.40917102,22.68 - 33.21,-1.25,-0.037639268,24.006176,0.0,31.96,0.0,-0.170002,31.7255 - 32.06,-0.03460121,-0.0010814704,3.2692986,0.11394976,0.35,15.0,0.0,False,[],1763507881.0,1763499600.0,PCX,finmb_684162193,America/New_York,EST,-18000000.0,us_market,False,POST,Dimensional Emerging Core Equit,Dimensional Emerging Core Equity Market ETF,,-0.529107,31.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DFEM,512-306-7400,"The Portfolio is designed to purchase a broad and diverse group of equity securities associated with emerging markets, which may include frontier markets (emerging market countries in an earlier stage of development). As a non-fundamental policy, under normal circumstances, the Portfolio will invest at least 80% of its net assets in emerging markets equity investments that are defined in the prospectus as Approved Market securities.",[],[],86400.0,2.0,32.69,32.4,32.245,32.56,32.69,32.4,32.245,32.56,14.431636,704178.0,704178.0,626184.0,558650.0,558650.0,30.63,34.15,800.0,1000.0,0.0232,6311768576.0,23.08,33.6,33.6,19.9,32.5378,29.334076,0.0,0.0,32.6141,USD,False,Diversified Emerging Mkts,24.05616,0.94,Dimensional Fund Advisors,1650931200.0,Exchange Traded Fund,0.1985097,,ETF,DFEM,en-US,US,ETF,Delayed Quote,True,HIGH,True,1651066200000.0,2.32,9.12588,9.12588,6311768600.0,2.2492251,NYSEArca,626184.0,9.379999,0.40641245,23.08 - 33.6,-1.1399994,-0.033928555,22.75629,0.0,32.46,0.0,-0.23,32.245 - 32.56,-0.07780075,-0.0023910883,3.1259232,0.10656287,0.39,15.0,0.0,False,[],1763507881.0,1763499600.0,PCX,finmb_1760559084,America/New_York,EST,-18000000.0,us_market,False,POST,Dimensional ETF Trust Dimension,Dimensional Emerging Markets Core Equity 2 ETF,,-0.703578,32.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DFEV,512-306-7400,"The Portfolio is designed to purchase emerging market equity securities that are deemed by the Advisor to be value stocks at the time of purchase, which may include frontier markets (emerging market countries in an earlier stage of development). As a non-fundamental policy, under normal circumstances, the Portfolio will invest at least 80% of its net assets in emerging markets investments that are defined in the Prospectus as Approved Markets securities. The Portfolio may purchase emerging market equity securities across all market capitalizations.",[],[],86400.0,2.0,33.215,32.98,32.86,33.14,33.215,32.98,32.86,33.14,11.894479,76941.0,76941.0,104628.0,103140.0,103140.0,32.0,34.67,500.0,1700.0,0.0294,1149645568.0,23.6,33.96,33.96,20.256,32.5603,29.54557,0.0,0.0,32.5838,USD,False,Diversified Emerging Mkts,23.83771,0.88,Dimensional Fund Advisors,1650931200.0,Exchange Traded Fund,0.2000419,,ETF,DFEV,en-US,US,ETF,Delayed Quote,True,HIGH,True,1651066200000.0,2.94,7.7929,7.7929,1149645570.0,2.7743964,NYSEArca,104628.0,9.4,0.39830506,23.6 - 33.96,-0.9599991,-0.028268525,23.521757,0.0,33.0,0.0,-0.215,32.86 - 33.14,0.43970108,0.013504209,3.4544296,0.1169187,0.43,15.0,0.0,False,[],1763507881.0,1763499592.0,PCX,finmb_1760559109,America/New_York,EST,-18000000.0,us_market,False,POST,Dimensional ETF Trust Dimension,Dimensional Emerging Markets Value ETF,,-0.647298,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DFSE,512-306-7400,"The Portfolio is designed to purchase a broad and diverse group of securities associated with emerging markets. The Portfolio invests in companies of all sizes, with increased exposure to smaller capitalization, lower relative price, and higher profitability companies as compared to their representation in the Emerging Markets Universe, while adjusting the composition of the Portfolio based on sustainability impact considerations.",[],[],86400.0,2.0,41.34,40.76,40.6901,41.14,41.34,40.76,40.6901,41.14,16.04692,21954.0,21954.0,39318.0,25750.0,25750.0,20.49,61.47,100.0,500.0,0.020299999,462320192.0,29.52,42.61,42.61,25.335,41.43752,37.433964,0.0,0.0,41.3519,USD,False,Diversified Emerging Mkts,25.42784,0.0,Dimensional Fund Advisors,1667260800.0,Exchange Traded Fund,,,ETF,DFSE,en-US,US,ETF,Delayed Quote,True,HIGH,True,1667395800000.0,2.03,9.02857,9.02857,462320192.0,2.5484018,NYSEArca,39318.0,11.374001,0.3852981,29.52 - 42.61,-1.7159996,-0.04027223,22.670628,0.0,40.894,0.0,-0.445999,40.6901 - 41.14,-0.54351807,-0.013116568,3.4600372,0.09243043,0.41,15.0,0.0,False,[],1763507881.0,1763499593.0,PCX,finmb_1782007305,America/New_York,EST,-18000000.0,us_market,False,POST,Dimensional ETF Trust Dimension,Dimensional Emerging Markets Sustainability Core 1 ETF,,-1.07886,40.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DGRE,866-909-9473,"The fund seeks to achieve its investment objective by investing primarily in emerging market dividend-paying common stocks with growth characteristics. The adviser, using a disciplined model-based process focused on a long-term approach to investing, seeks to identify dividend-paying companies with strong corporate profitability and sustainable growth characteristics. The fund is non-diversified.",[],[],86400.0,2.0,30.0075,29.6,29.6,29.95,30.0075,29.6,29.6,29.95,13.884338,10863.0,10863.0,10921.0,22970.0,22970.0,21.27,38.11,2.0,2.0,0.0175,131890552.0,21.86,30.72,31.27,16.5,29.46984,26.96331,,,29.939,USD,False,Diversified Emerging Mkts,15.85488,0.97,WisdomTree,1375315200.0,Exchange Traded Fund,0.18323721,0.0633954,ETF,DGRE,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1375363800000.0,1.75,4.66519,4.66519,131890552.0,2.144092,NasdaqGM,10921.0,7.9093,0.36181608,21.86 - 30.72,-0.95069885,-0.030947229,16.114128,0.30087653,29.7693,0.089300156,-0.23819923,29.6 - 29.95,0.29946136,0.010161622,2.8059902,0.104066975,0.32,15.0,0.0,False,[],1763500204.0,1763499600.0,NGM,finmb_206612697,America/New_York,EST,-18000000.0,us_market,False,POST,WisdomTree Emerging Markets Qua,WisdomTree Emerging Markets Quality Dividend Growth Fund,1490918400.0,-0.79379904,29.7693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DIEM,,"Under normal market conditions, the fund invests at least 80% of its assets in the component securities of the index and in depositary receipts representing such securities. The index is based on the Morningstar® Emerging Markets Target Market Exposure Index (Parent Index) and is constructed by applying an optimization process to the Parent Index that aims to deliver a higher dividend yield than the Parent Index, while limiting expected tracking error to the Parent Index.",[],[],86400.0,2.0,32.967,32.76,32.7088,32.933,32.967,32.76,32.7088,32.933,12.357296,2932.0,2932.0,9835.0,3820.0,3820.0,24.66,41.08,100.0,500.0,0.028099999,22331244.0,24.084,33.84,35.59,19.292,32.69744,29.68849,0.0,0.0,32.738,USD,False,Diversified Emerging Mkts,21.58084,0.94,Franklin Templeton Investments,1464739200.0,Exchange Traded Fund,0.22669679,0.097001,ETF,DIEM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1464960600000.0,2.81,8.29055,8.29055,22331244.0,2.6587126,NYSEArca,9835.0,8.7705,0.36416295,24.084 - 33.84,-0.98550034,-0.02912235,22.063828,0.07462072,32.8545,0.024497986,-0.112499,32.7088 - 32.933,0.15705872,0.004803395,3.16601,0.10664099,0.19,15.0,0.0,False,[],1763499853.0,1763499211.0,PCX,finmb_322036465,America/New_York,EST,-18000000.0,us_market,False,POST,Franklin Emerging Market Core D,Franklin Emerging Market Core Dividend Tilt Index ETF,,-0.341248,32.8545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ECON,1-888-800-4347,The fund invests at least 80% of its net assets in equity securities of companies located in emerging market countries. The index reflects a rules-based strategic beta approach to investing in the companies that comprise the Solactive GBS Emerging Markets Large & Mid Cap USD Index with the index designed to seek to achieve stronger total return when compared with the Starting Universe.,[],[],86400.0,2.0,27.1721,26.97,26.9,27.0875,27.1721,26.97,26.9,27.0875,14.187787,3676.0,3676.0,11526.0,5050.0,5050.0,20.29,33.81,500.0,500.0,0.0058999998,232694512.0,18.97,28.31,32.4,17.12,27.0376,23.9383,,,27.28,USD,False,Diversified Emerging Mkts,26.80019,0.94,Columbia Threadneedle,1284422400.0,Exchange Traded Fund,0.16638559,0.025881901,ETF,ECON,en-US,US,ETF,Delayed Quote,True,HIGH,True,1284471000000.0,0.59,10.88407,10.88407,232694512.0,1.9046663,NYSEArca,11526.0,8.053001,0.42451248,18.97 - 28.31,-1.2869987,-0.045460925,27.678574,0.0,27.023,0.0,-0.149099,26.9 - 27.0875,-0.014598846,-0.0005399461,3.0847015,0.12886052,0.47,15.0,0.0,False,[],1763507941.0,1763498761.0,PCX,finmb_113360272,America/New_York,EST,-18000000.0,us_market,False,POST,Columbia Research Enhanced Emer,Columbia Research Enhanced Emerging Economies ETF,,-0.548722,27.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EEM,,The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The index is designed to measure equity market performance in the global emerging markets. The underlying index includes large- and mid-capitalization companies and may change over time.,[],[],86400.0,2.0,54.31,53.88,53.675,54.24,54.31,53.88,53.675,54.24,14.411634,29233784.0,29233784.0,26379085.0,26227350.0,26227350.0,54.03,54.04,48000.0,61700.0,0.0222,20233836544.0,38.19,56.31,58.29,11.144444,54.0158,48.1098,0.76,0.013993739,54.83086,USD,False,Diversified Emerging Mkts,27.8164,1.06,iShares,1049673600.0,Exchange Traded Fund,0.19448191,0.060184203,ETF,EEM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1050327000000.0,2.22,10.57657,10.57657,20233836500.0,3.7497482,NYSEArca,26379085.0,15.850002,0.41503018,38.19 - 56.31,-2.2700005,-0.040312562,25.109423,0.22076395,54.1593,0.11930084,-0.27,53.675 - 54.24,0.02420044,0.00044802518,5.9302025,0.123263925,0.72,15.0,0.0,False,[],1763509936.0,1763499600.0,PCX,finmb_8797528,America/New_York,EST,-18000000.0,us_market,False,POST,iShares MSCI Emerging Index Fun,iShares MSCI Emerging Markets ETF,,-0.497147,54.04,,752400000.0,40659697664.0,USD,52.559,1.0281779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EEMA,,The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index is designed to measure equity market performance in the emerging market countries of Asia. The underlying index includes large- and mid-capitalization companies and may change over time.,[],[],86400.0,2.0,93.28,92.44,92.09,93.0995,93.28,92.44,92.09,93.0995,16.76483,40963.0,40963.0,66403.0,110080.0,110080.0,85.04,100.17,2.0,2.0,0.012999999,1507885312.0,63.5,97.55,100.35,43.75,93.2182,82.25505,,,94.72603,USD,False,Pacific/Asia ex-Japan Stk,27.06961,1.14,iShares,1328659200.0,Exchange Traded Fund,0.215252,0.0590973,ETF,EEMA,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1328797800000.0,1.3,11.10115,11.10115,1507885310.0,5.525257,NasdaqGM,66403.0,29.129997,0.45874012,63.5 - 97.55,-4.920006,-0.050435733,25.447214,1.0201875,93.575,0.9449997,-0.6500015,92.09 - 93.0995,-0.58820343,-0.0063099633,10.374947,0.12613143,0.49,15.0,0.0,False,[],1763506172.0,1763499600.0,NGM,finmb_169246672,America/New_York,EST,-18000000.0,us_market,False,POST,iShares MSCI Emerging Markets A,iShares MSCI Emerging Markets Asia ETF,1482883200.0,-0.6968284,92.63,,7600000.0,703987968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EEMS,,The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure the performance of equity securities of small-capitalization companies in emerging market countries.,[],[],86400.0,2.0,68.1892,67.52,67.44,67.87,68.1892,67.52,67.44,67.87,16.56081,23829.0,23829.0,13462.0,16760.0,16760.0,67.69,67.81,200.0,400.0,0.0247,400926368.0,50.05,69.69,69.69,27.11,68.3452,62.5606,,,68.6929,USD,False,Diversified Emerging Mkts,17.06204,0.8,iShares,1313452800.0,Exchange Traded Fund,0.1733934,0.113999,ETF,EEMS,en-US,US,ETF,Delayed Quote,True,HIGH,True,1313674200000.0,2.47,5.41879,5.41879,400926368.0,4.08954,NYSEArca,13462.0,17.676098,0.3531688,50.05 - 69.69,-1.9639053,-0.02818059,14.470375,0.0,67.7261,0.0,-0.463104,67.44 - 67.87,-0.6191025,-0.009058463,5.165497,0.08256789,0.73,15.0,0.0,False,[],1763507050.0,1763497693.0,PCX,finmb_139511718,America/New_York,EST,-18000000.0,us_market,False,POST,iShares MSCI Emerging Markets S,iShares MSCI Emerging Markets Small-Cap ETF,,-0.679146,67.7261,,5750000.0,389425056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EEMV,,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index measures the performance of equity securities in global emerging markets that, in the aggregate, have lower volatility relative to the broader large- and mid-cap global emerging market equities.",[],[],86400.0,2.0,64.69,64.52,64.34,64.689,64.69,64.52,64.34,64.689,15.996047,263564.0,263564.0,617673.0,599780.0,599780.0,64.57,64.58,1000.0,900.0,0.0332,4672888832.0,53.87,65.97,65.97,42.1,64.5468,61.6061,0.0,0.0,65.30276,USD,False,Diversified Emerging Mkts,11.01543,0.66,iShares,1318896000.0,Exchange Traded Fund,0.1193473,0.056634203,ETF,EEMV,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1319117400000.0,3.32,2.13822,2.13822,4672888800.0,4.0372477,Cboe US,617673.0,10.710003,0.19881201,53.87 - 65.97,-1.3899994,-0.021070173,8.558488,1.3161945,65.43,0.8499985,-0.110001,64.34 - 64.689,0.033203125,0.0005144039,2.9739037,0.048272878,0.26,15.0,0.0,False,[],1763510198.0,1763499600.0,BTS,finmb_141889129,America/New_York,EST,-18000000.0,us_market,False,POST,iShares MSCI Emerging Markets M,iShares MSCI Emerging Markets Min Vol Factor ETF,,-0.170043,64.58,,94900000.0,6128642048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EEMX,,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is designed to measure the performance of companies in the MSCI Emerging Markets Index that are ""fossil fuel reserves free,"" as determined by the screening methodology used by the index. The fund is non-diversified.",[],[],86400.0,2.0,42.4397,42.0,42.0,42.33,42.4397,42.0,42.0,42.33,14.505615,2778.0,2778.0,7585.0,2250.0,2250.0,21.12,42.35,700.0,200.0,0.015800001,87495680.0,29.35,44.198,44.198,22.835,42.31854,37.394535,,,42.78655,USD,False,Diversified Emerging Mkts,28.62691,1.02,SPDR State Street Investment Management,1477267200.0,Exchange Traded Fund,0.2058944,0.0660058,ETF,EEMX,en-US,US,ETF,Delayed Quote,True,HIGH,True,1479220200000.0,1.58,11.36153,11.36153,87495680.0,2.9114933,NYSEArca,7585.0,12.883001,0.43894383,29.35 - 44.198,-1.9650002,-0.044459026,26.573217,0.0,42.233,0.0,-0.206699,42.0 - 42.33,-0.08553696,-0.0020212645,4.8384666,0.12938967,0.3,15.0,0.0,False,[],1763507941.0,1763498718.0,PCX,finmb_323713416,America/New_York,EST,-18000000.0,us_market,False,POST,SPDR MSCI Emerging Markets Fuel,SPDR MSCI Emerging Markets Fossil Fuel Reserves Free ETF,,-0.487042,42.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
